case,x0,y0,x1,y1,stratum,lq_gt_gradient_difference,psnr_lq,psnr_h50,psnr_h200,ssim_lq,ssim_h50,ssim_h200,lpips_lq,lpips_h50,lpips_h200
case2,1536,256,1792,512,mid,4.296016,28.468055,29.791242,25.144435,0.828679,0.825998,0.744299,0.351041,0.332965,0.393968
case2,1792,256,2048,512,mid,4.269241,29.137605,30.502355,25.671807,0.815901,0.809651,0.714655,0.365198,0.360933,0.412792
case2,2048,256,2304,512,mid,4.524719,29.240983,29.920161,21.864414,0.784248,0.779341,0.627481,0.447171,0.427194,0.508888
case2,2304,256,2560,512,mid,4.457703,31.772924,31.727747,26.594040,0.780455,0.767145,0.674475,0.481512,0.474435,0.544930
case2,2560,256,2816,512,low,3.466161,33.005291,33.231599,29.563495,0.844252,0.834488,0.784826,0.380138,0.375174,0.420221
case2,2816,256,3072,512,low,2.330358,36.089214,35.688648,34.704268,0.913251,0.906026,0.888665,0.311071,0.307178,0.283293
case2,0,512,256,768,high,4.702688,27.252353,27.314608,27.042086,0.793724,0.772803,0.724483,0.332631,0.305683,0.265491
case2,256,512,512,768,mid,4.101578,31.174329,31.670616,29.646962,0.781981,0.784152,0.740003,0.529722,0.494876,0.431302
case2,512,512,768,768,mid,4.423731,27.756992,28.736632,26.718200,0.792626,0.806526,0.766058,0.395950,0.329607,0.341316
case2,768,512,1024,768,low,3.354894,33.130695,33.159520,31.949176,0.816845,0.809618,0.786365,0.398002,0.371268,0.347264
case2,1024,512,1280,768,mid,4.015457,32.626391,32.565813,28.480450,0.791985,0.783222,0.747400,0.396756,0.415787,0.440007
case2,1280,512,1536,768,mid,3.855260,27.433236,27.735456,23.479483,0.868021,0.853220,0.776919,0.274894,0.252006,0.323363
case2,1536,512,1792,768,mid,4.403259,26.145336,27.759729,23.622828,0.868754,0.864548,0.786508,0.250907,0.204452,0.292922
case2,1792,512,2048,768,high,4.865997,25.128059,27.234480,22.478908,0.877072,0.872912,0.783028,0.259833,0.198319,0.277297
case2,2048,512,2304,768,mid,3.846792,26.883261,28.632431,23.988762,0.897404,0.894390,0.832495,0.252895,0.214228,0.237421
case2,2304,512,2560,768,high,5.446568,27.510440,28.056550,25.985388,0.774696,0.767614,0.721386,0.399334,0.370708,0.376472
case2,2560,512,2816,768,high,5.847905,26.689795,27.379076,25.490572,0.757418,0.755436,0.717016,0.415890,0.396989,0.408512
case2,2816,512,3072,768,high,5.128987,29.067720,29.294233,28.394953,0.766110,0.759530,0.733262,0.477523,0.471853,0.474956
case2,0,768,256,1024,high,4.853328,26.635748,26.281376,26.124811,0.782945,0.755799,0.705883,0.326953,0.303698,0.261496
case2,256,768,512,1024,low,3.627747,32.300292,32.441995,29.907343,0.826716,0.823134,0.770347,0.480241,0.467705,0.438020
case2,512,768,768,1024,mid,3.776586,29.423588,30.396862,28.717868,0.828296,0.836663,0.795621,0.439235,0.391951,0.357229
case2,768,768,1024,1024,mid,4.536041,30.574016,31.049896,28.755930,0.790562,0.780592,0.725623,0.458978,0.423050,0.375891
case2,1024,768,1280,1024,mid,4.042531,30.563233,30.856670,26.008488,0.815215,0.805835,0.729241,0.379844,0.371794,0.376339
case2,1280,768,1536,1024,mid,4.028071,28.307625,28.168304,21.843305,0.827905,0.807593,0.682078,0.353395,0.345591,0.411180
case2,1536,768,1792,1024,low,3.247137,29.401708,29.714952,24.770215,0.880893,0.878896,0.801841,0.303914,0.279177,0.252028
case2,1792,768,2048,1024,mid,4.038223,28.211448,29.369864,24.615088,0.843344,0.844291,0.769444,0.310364,0.279173,0.262149
case2,2048,768,2304,1024,mid,3.888291,28.332465,29.459974,24.660503,0.855212,0.853532,0.782885,0.314101,0.302718,0.313680
case2,2304,768,2560,1024,low,3.557241,33.442997,33.422047,28.344557,0.827148,0.818956,0.766043,0.408364,0.419256,0.422882
case2,2560,768,2816,1024,low,3.478159,35.888423,35.533023,34.441473,0.822885,0.811914,0.786826,0.442785,0.459871,0.451208
case2,2816,768,3072,1024,low,3.179469,36.035364,35.727261,34.582909,0.830072,0.813826,0.795463,0.381502,0.392828,0.402904
case2,0,1024,256,1280,high,5.108755,26.402834,25.825538,25.704208,0.781331,0.751426,0.710701,0.277383,0.259297,0.231291
case2,256,1024,512,1280,low,3.504120,32.930252,33.086017,31.089296,0.839413,0.835365,0.789500,0.467504,0.438388,0.413907
case2,512,1024,768,1280,low,2.599284,37.938934,37.396902,36.232770,0.889520,0.881142,0.839464,0.441280,0.415989,0.401100
case2,768,1024,1024,1280,mid,4.340988,30.646959,30.533003,29.282949,0.792316,0.774528,0.719026,0.446136,0.437756,0.418723
case2,1024,1024,1280,1280,high,4.813578,28.756596,28.994915,25.180039,0.776970,0.762585,0.698687,0.418077,0.426845,0.464239
case2,1280,1024,1536,1280,mid,3.774791,28.880252,29.203663,23.136352,0.865801,0.847618,0.724370,0.318128,0.295617,0.349478
case2,1536,1024,1792,1280,mid,3.723012,28.726468,28.065572,22.009748,0.865386,0.860737,0.784573,0.261621,0.237181,0.317940
case2,1792,1024,2048,1280,mid,3.965963,28.384721,29.193835,23.374844,0.850382,0.861398,0.789339,0.276404,0.258497,0.310896
case2,2048,1024,2304,1280,mid,4.482976,27.246095,28.380615,22.155818,0.827931,0.846729,0.765427,0.254804,0.230430,0.291489
case2,2304,1024,2560,1280,mid,3.646642,29.551789,30.240756,25.573108,0.822149,0.814990,0.758105,0.383473,0.375139,0.387593
case2,2560,1024,2816,1280,mid,3.643509,29.029955,30.278536,31.115553,0.830186,0.824368,0.811339,0.396145,0.385012,0.356280
case2,2816,1024,3072,1280,low,3.099014,29.135421,29.957468,30.866706,0.840679,0.815194,0.808496,0.314671,0.308066,0.271820
case2,0,1280,256,1536,high,4.653615,27.812660,27.792305,26.233012,0.801731,0.770112,0.714536,0.308282,0.295019,0.303140
case2,256,1280,512,1536,low,3.477320,32.753721,33.233164,30.502283,0.841998,0.839181,0.782224,0.480634,0.437544,0.426016
case2,512,1280,768,1536,high,5.469838,24.602577,26.511794,22.492010,0.781934,0.804651,0.685862,0.386249,0.288310,0.343411
case2,768,1280,1024,1536,mid,4.333532,30.386574,30.632611,26.801282,0.797899,0.783828,0.685269,0.447948,0.418842,0.431118
case2,1024,1280,1280,1536,high,4.733434,29.054562,29.080988,25.554168,0.780233,0.773718,0.698835,0.407026,0.389491,0.399153
case2,1280,1280,1536,1536,mid,4.200877,26.879085,28.047887,23.838635,0.844998,0.839889,0.725635,0.322822,0.287491,0.347889
case2,1536,1280,1792,1536,low,3.099950,30.609228,30.112566,23.229396,0.879733,0.875982,0.788117,0.306018,0.260915,0.349799
case2,1792,1280,2048,1536,low,3.538757,29.186696,30.374349,21.623468,0.860805,0.866387,0.760601,0.316063,0.231463,0.354123
case2,2048,1280,2304,1536,mid,3.891408,28.156678,28.814049,21.861119,0.861871,0.862174,0.766948,0.301190,0.231412,0.295977
case2,2304,1280,2560,1536,mid,4.264277,26.873392,28.271846,24.358755,0.858366,0.867166,0.781434,0.275645,0.205288,0.212160
case2,2560,1280,2816,1536,low,3.317042,28.965920,30.498612,26.210759,0.905448,0.907547,0.853557,0.243497,0.190327,0.225268
case2,2816,1280,3072,1536,low,2.848648,29.647401,30.484196,27.073801,0.910556,0.905726,0.859407,0.225495,0.185798,0.207202
case2,0,1536,256,1792,high,4.839091,27.263596,27.726340,24.300805,0.788544,0.752182,0.666612,0.284074,0.274851,0.304146
case2,256,1536,512,1792,mid,4.150395,28.899417,30.570274,27.383651,0.816979,0.823547,0.727244,0.426248,0.353171,0.325694
case2,512,1536,768,1792,high,5.305222,25.149420,26.586460,23.252456,0.796413,0.811725,0.692467,0.359351,0.246960,0.307352
case2,768,1536,1024,1792,mid,4.163951,30.364943,30.726873,26.625335,0.800219,0.786846,0.658955,0.389229,0.348623,0.397065
case2,1024,1536,1280,1792,mid,4.138321,29.448934,29.711232,26.241042,0.797578,0.790106,0.695538,0.377920,0.342010,0.398779
case2,1280,1536,1536,1792,mid,3.936478,27.893379,28.060225,25.366137,0.852361,0.842587,0.756469,0.330398,0.276114,0.281041
case2,1536,1536,1792,1792,low,2.976506,30.617119,30.290041,22.807200,0.890223,0.878358,0.783000,0.285664,0.229005,0.315179
case2,1792,1536,2048,1792,low,3.605286,28.960008,29.518124,20.623408,0.867673,0.855783,0.719635,0.291010,0.250400,0.421905
case2,2048,1536,2304,1792,low,3.425273,29.070683,28.979062,21.520529,0.889638,0.872279,0.750288,0.282071,0.219298,0.334859
case2,2304,1536,2560,1792,mid,4.245631,26.502875,28.456794,23.110793,0.866646,0.870646,0.758972,0.231271,0.158464,0.213322
case2,2560,1536,2816,1792,low,3.178955,28.897964,30.399159,25.350693,0.910062,0.903713,0.831993,0.188719,0.146614,0.202060
case2,2816,1536,3072,1792,low,3.154083,28.029375,29.713743,25.954777,0.907191,0.906079,0.847218,0.199396,0.145892,0.193253
case2,0,1792,256,2048,high,4.951365,26.730026,26.944986,24.135653,0.778619,0.742959,0.653242,0.267207,0.236748,0.258505
case2,256,1792,512,2048,mid,4.435954,27.282196,28.599287,27.004461,0.804089,0.817601,0.726041,0.439566,0.367196,0.309789
case2,512,1792,768,2048,high,5.354477,24.936470,25.430394,24.850327,0.794328,0.800294,0.722112,0.352995,0.270351,0.287606
case2,768,1792,1024,2048,mid,4.467702,29.512925,30.079636,27.532241,0.804646,0.787605,0.671680,0.413222,0.375717,0.382126
case2,1024,1792,1280,2048,high,4.627864,28.215300,28.291331,27.035678,0.803476,0.794183,0.685086,0.360964,0.312489,0.340351
case2,1280,1792,1536,2048,mid,4.326055,27.331796,27.491490,25.571575,0.850469,0.840338,0.761034,0.306917,0.258691,0.275566
case2,1536,1792,1792,2048,low,2.572912,33.200336,33.664747,25.874806,0.916971,0.908037,0.841111,0.267998,0.242009,0.278857
case2,1792,1792,2048,2048,low,2.581202,33.224947,32.442984,25.170520,0.912001,0.899535,0.820769,0.263027,0.242095,0.295453
case2,2048,1792,2304,2048,low,2.904195,30.928399,29.934358,22.811537,0.916048,0.895301,0.797624,0.262630,0.246377,0.289011
case2,2304,1792,2560,2048,mid,4.168945,27.082638,27.518485,20.385738,0.861946,0.862940,0.723079,0.252035,0.204123,0.289805
case2,2560,1792,2816,2048,low,2.787990,29.986063,30.824130,24.652424,0.913751,0.906473,0.828351,0.232417,0.195132,0.257078
case2,2816,1792,3072,2048,low,3.077098,28.607655,29.248805,23.815159,0.907416,0.901882,0.828813,0.219424,0.164755,0.242818
case2,0,2048,256,2304,high,4.694743,27.129552,27.189521,26.186288,0.785362,0.754464,0.682881,0.296232,0.261204,0.254608
case2,256,2048,512,2304,high,4.630396,26.802437,27.667708,25.255901,0.798803,0.804016,0.681725,0.388691,0.301669,0.271832
case2,512,2048,768,2304,high,5.878230,24.278625,25.464137,23.367925,0.743024,0.766972,0.616168,0.419507,0.276093,0.336327
case2,768,2048,1024,2304,high,4.886053,27.493968,28.459956,24.884683,0.781747,0.773906,0.578084,0.387713,0.320029,0.377582
case2,1024,2048,1280,2304,high,5.234787,26.794452,27.720584,25.657761,0.772359,0.768757,0.604425,0.352749,0.290028,0.329881
case2,1280,2048,1536,2304,mid,3.954880,29.759692,29.557218,26.518810,0.834544,0.814644,0.727192,0.322429,0.316654,0.339324
case2,1536,2048,1792,2304,mid,4.215012,26.405547,27.411455,25.188321,0.881088,0.872970,0.795722,0.248214,0.181567,0.221829
case2,1792,2048,2048,2304,high,4.977997,25.036906,25.939119,23.500761,0.860656,0.849445,0.752756,0.244401,0.178116,0.251543
case2,2048,2048,2304,2304,high,4.759811,25.342537,27.614536,21.676144,0.869814,0.864024,0.737147,0.246797,0.206502,0.287375
case2,2304,2048,2560,2304,high,5.694264,24.738313,25.653318,18.404250,0.810792,0.830628,0.676515,0.259234,0.184244,0.256360
case2,2560,2048,2816,2304,mid,3.959635,26.953462,27.930805,21.446386,0.881813,0.883427,0.792835,0.215285,0.169226,0.228583
case2,2816,2048,3072,2304,high,6.142639,23.928416,24.631310,20.211053,0.816219,0.826930,0.727374,0.283545,0.184451,0.233092
case2,0,2304,256,2560,mid,4.591156,27.759866,28.064079,26.781857,0.786248,0.760935,0.696632,0.295654,0.272955,0.274966
case2,256,2304,512,2560,mid,4.375961,27.360675,28.498412,24.892793,0.814957,0.817326,0.667693,0.394772,0.316784,0.321050
case2,512,2304,768,2560,high,5.507115,24.703201,25.868309,22.744043,0.715643,0.739243,0.514008,0.536971,0.363911,0.475311
case2,768,2304,1024,2560,high,5.506516,26.768857,27.358276,24.367873,0.756032,0.748020,0.567349,0.425581,0.355579,0.398066
case2,1024,2304,1280,2560,high,5.880463,25.556977,26.449555,24.298920,0.745348,0.744968,0.607609,0.379360,0.309316,0.373984
case2,1280,2304,1536,2560,mid,4.244639,28.350945,28.885131,24.245923,0.832240,0.815385,0.698441,0.335845,0.314288,0.351468
case2,1536,2304,1792,2560,mid,4.320486,26.165971,27.092580,24.110162,0.878700,0.866773,0.771740,0.228891,0.183553,0.217513
case2,1792,2304,2048,2560,high,4.945440,25.250126,26.267991,22.959355,0.868733,0.856308,0.740295,0.239446,0.184338,0.256222
case2,2048,2304,2304,2560,mid,4.312434,26.396257,27.528185,21.625095,0.885145,0.861356,0.728017,0.219367,0.200495,0.276642
case2,2304,2304,2560,2560,low,2.906143,29.550429,30.248851,21.419485,0.900437,0.898969,0.779304,0.237211,0.186149,0.257604
case2,2560,2304,2816,2560,low,1.929840,34.790700,35.161847,27.797573,0.942276,0.932629,0.869195,0.211966,0.187170,0.224889
case2,2816,2304,3072,2560,low,2.718776,30.450079,30.793228,25.688091,0.917826,0.906561,0.847681,0.220197,0.186527,0.215765
case2,0,2560,256,2816,mid,4.549876,27.336395,27.657926,25.491851,0.786148,0.756916,0.673194,0.275543,0.244381,0.270998
case2,256,2560,512,2816,high,4.684072,26.542681,27.846567,23.955452,0.808079,0.813453,0.648991,0.388198,0.309024,0.313963
case2,512,2560,768,2816,high,4.910640,27.416759,28.107215,24.218599,0.712518,0.716672,0.468845,0.612317,0.523674,0.596806
case2,768,2560,1024,2816,high,5.656418,26.087217,26.843827,25.256391,0.752137,0.752214,0.621801,0.437848,0.379136,0.372438
case2,1024,2560,1280,2816,high,6.579717,24.295372,25.121793,22.925760,0.728090,0.731661,0.619084,0.379600,0.299271,0.342290
case2,1280,2560,1536,2816,high,4.826426,26.837007,27.704416,22.976897,0.791570,0.785118,0.672373,0.371109,0.298896,0.381380
case2,1536,2560,1792,2816,high,5.066951,24.789146,26.437664,22.329945,0.869656,0.866904,0.753892,0.273021,0.187522,0.239115
case2,1792,2560,2048,2816,high,6.086091,23.727347,25.158060,21.468767,0.851985,0.853356,0.739758,0.246059,0.167696,0.234378
case2,2048,2560,2304,2816,high,5.820557,24.477417,26.275810,20.456570,0.840003,0.843003,0.711778,0.286774,0.221709,0.269120
case2,2304,2560,2560,2816,low,2.177943,33.755750,33.376578,24.321670,0.926102,0.912435,0.827453,0.217742,0.200302,0.263176
case2,2560,2560,2816,2816,low,1.957321,34.854376,34.187042,27.506707,0.942585,0.927947,0.869517,0.214071,0.196556,0.240072
case2,2816,2560,3072,2816,low,2.017746,34.615408,35.385874,29.645644,0.935841,0.926104,0.882896,0.225483,0.197317,0.205899
case2,0,2816,256,3072,mid,4.475362,29.131522,29.344108,24.602412,0.772020,0.758744,0.673095,0.335949,0.293337,0.329979
case2,256,2816,512,3072,high,5.152069,25.233223,27.331510,23.308841,0.761754,0.782153,0.605451,0.394804,0.302335,0.336568
case2,512,2816,768,3072,high,5.011353,27.497910,28.225211,23.586116,0.717725,0.722531,0.464047,0.599423,0.475451,0.592090
case2,768,2816,1024,3072,high,5.324041,27.122954,28.300827,24.417479,0.755774,0.757951,0.530918,0.451021,0.370960,0.412784
case2,1024,2816,1280,3072,high,5.300003,27.322260,28.559221,23.483896,0.758595,0.752705,0.536611,0.420367,0.366000,0.462665
case2,1280,2816,1536,3072,high,4.627635,27.348302,28.201955,22.903140,0.812003,0.801722,0.697992,0.352625,0.308560,0.382695
case2,1536,2816,1792,3072,mid,3.992966,26.943265,27.785450,24.902543,0.882366,0.878500,0.810469,0.249827,0.207688,0.219868
case2,1792,2816,2048,3072,high,4.647115,25.537646,26.610594,23.141284,0.875725,0.875684,0.796557,0.238568,0.180174,0.236569
case2,2048,2816,2304,3072,high,4.706258,25.850899,27.527822,21.413652,0.852259,0.852361,0.733482,0.271770,0.232966,0.291632
case2,2304,2816,2560,3072,low,3.102219,29.573271,30.871121,25.092071,0.855639,0.864973,0.766974,0.270217,0.167148,0.279138
case2,2560,2816,2816,3072,low,3.293701,28.668141,28.672880,24.418920,0.879280,0.848845,0.747646,0.197179,0.172621,0.245567
case2,2816,2816,3072,3072,low,2.894135,30.277211,30.023549,26.534594,0.890233,0.865233,0.788628,0.201537,0.176259,0.215745
case2,0,3072,256,3328,low,2.592514,31.961529,31.833580,29.870455,0.877003,0.864830,0.834944,0.366134,0.336223,0.311319
case2,256,3072,512,3328,low,3.114619,30.634003,31.408519,26.378167,0.841073,0.836057,0.717211,0.384155,0.330341,0.345793
case2,512,3072,768,3328,mid,3.796097,29.777568,30.766779,25.618696,0.808346,0.811008,0.629405,0.516407,0.422674,0.455874
case2,768,3072,1024,3328,high,6.077886,25.718566,26.931962,23.834939,0.723952,0.739199,0.534685,0.456898,0.362608,0.409295
case2,1024,3072,1280,3328,high,4.602839,30.696173,30.990746,25.664389,0.776156,0.764034,0.552217,0.450733,0.412093,0.546342
case2,1280,3072,1536,3328,low,3.600428,30.622996,31.507297,23.666532,0.858485,0.848042,0.738866,0.336708,0.323895,0.375918
case2,1536,3072,1792,3328,low,2.470195,31.057965,32.320342,28.353867,0.922759,0.917119,0.871146,0.219822,0.196708,0.237575
case2,1792,3072,2048,3328,low,2.682246,30.165281,31.355866,26.939055,0.915912,0.909540,0.848930,0.214905,0.185174,0.272164
case2,2048,3072,2304,3328,low,3.340373,28.615619,28.547360,21.726876,0.898175,0.885681,0.770611,0.240683,0.232580,0.332316
case2,2304,3072,2560,3328,low,1.999746,35.146253,34.125230,23.802213,0.934112,0.921299,0.838991,0.223024,0.193562,0.279338
case2,2560,3072,2816,3328,low,1.886124,36.100819,34.847417,25.323051,0.942076,0.928118,0.861318,0.217674,0.192466,0.251836
case2,2816,3072,3072,3328,low,1.940425,36.008955,34.642785,25.218234,0.938090,0.923205,0.857110,0.233421,0.202510,0.243694
case2,0,3328,256,3584,low,1.962026,34.223490,34.040444,33.872071,0.911485,0.901392,0.881023,0.298299,0.277814,0.256258
case2,256,3328,512,3584,low,3.378078,31.246775,31.509965,28.224065,0.811703,0.804545,0.694304,0.501175,0.451303,0.414878
case2,512,3328,768,3584,mid,3.970083,29.064917,30.123280,26.392214,0.791293,0.800461,0.688273,0.537101,0.453024,0.444996
case2,768,3328,1024,3584,high,6.410527,25.151336,25.857012,25.048930,0.715690,0.726375,0.656792,0.469951,0.388845,0.326758
case2,1024,3328,1280,3584,high,6.425923,26.209577,26.643069,23.277348,0.686831,0.691786,0.587493,0.482031,0.395753,0.390555
case2,1280,3328,1536,3584,high,4.592341,26.596881,28.528274,22.036256,0.824321,0.827918,0.699289,0.352697,0.295578,0.342737
case2,1536,3328,1792,3584,mid,4.061529,26.511201,27.890488,24.336638,0.891663,0.888735,0.810144,0.221655,0.163229,0.227695
case2,1792,3328,2048,3584,high,4.797023,25.482203,26.460814,23.281910,0.870367,0.874558,0.792592,0.216228,0.148930,0.214994
case2,2048,3328,2304,3584,high,4.711868,25.710771,27.043756,19.960462,0.863890,0.865657,0.719003,0.239974,0.179845,0.302844
case2,2304,3328,2560,3584,low,2.013224,34.405782,33.941025,22.328771,0.932101,0.922437,0.823295,0.226280,0.176446,0.308184
case2,2560,3328,2816,3584,low,1.856318,35.461609,35.250013,23.568557,0.942159,0.929950,0.841632,0.218659,0.178615,0.275572
case2,2816,3328,3072,3584,low,2.007040,33.893010,32.028510,21.922887,0.935554,0.915921,0.825615,0.226498,0.190607,0.282902
case2,0,3584,256,3840,low,1.692266,38.448517,36.959240,31.854233,0.937860,0.926738,0.889844,0.254425,0.242109,0.249641
case2,256,3584,512,3840,mid,4.563685,28.619431,28.968176,26.624604,0.743466,0.736048,0.596613,0.534305,0.459147,0.404857
case2,512,3584,768,3840,low,3.444865,31.986686,32.175996,29.970056,0.836993,0.833950,0.791948,0.488481,0.459883,0.436110
case2,768,3584,1024,3840,high,6.096868,25.786451,26.288380,25.780408,0.715866,0.721215,0.690875,0.460236,0.396144,0.346305
case2,1024,3584,1280,3840,high,6.258520,26.963944,27.338514,22.257693,0.677380,0.680240,0.543536,0.528762,0.440916,0.469606
case2,1280,3584,1536,3840,high,4.592819,26.383228,28.378579,20.362065,0.818016,0.817453,0.621303,0.372804,0.315663,0.400180
case2,1536,3584,1792,3840,mid,4.465947,25.996920,27.036950,22.492423,0.880011,0.880042,0.782971,0.240788,0.185956,0.228018
case2,1792,3584,2048,3840,high,5.482050,24.652200,25.732499,21.886324,0.853843,0.865825,0.763486,0.252017,0.177480,0.240079
case2,2048,3584,2304,3840,low,3.533691,28.135251,28.926900,20.733916,0.889416,0.882378,0.739361,0.261379,0.205054,0.320951
case2,2304,3584,2560,3840,low,2.392690,31.712395,32.649370,21.534434,0.913347,0.911926,0.794986,0.237982,0.176608,0.307782
case2,2560,3584,2816,3840,low,2.074356,33.092672,32.458272,22.200762,0.929507,0.917902,0.812871,0.220244,0.185895,0.294131
case2,2816,3584,3072,3840,low,2.256053,31.661755,31.395759,20.654082,0.926934,0.914068,0.797919,0.231665,0.188247,0.307703
case2,0,3840,256,4096,low,1.895950,36.351893,35.453500,27.901569,0.929290,0.915268,0.847227,0.272526,0.256075,0.282753
case2,256,3840,512,4096,mid,4.065231,29.712914,30.082663,26.079015,0.770413,0.758620,0.597826,0.521796,0.457966,0.466124
case2,512,3840,768,4096,low,3.177973,35.277115,34.397559,32.168899,0.866019,0.856143,0.824762,0.451295,0.444041,0.428615
case2,768,3840,1024,4096,high,5.420796,28.431827,28.291167,27.711099,0.718127,0.707919,0.657129,0.501065,0.478321,0.420853
case2,1024,3840,1280,4096,high,5.984096,27.838056,28.311883,21.622188,0.665465,0.662535,0.447977,0.528041,0.474361,0.571832
case2,1280,3840,1536,4096,mid,4.000610,27.830941,29.549416,19.978454,0.837689,0.833118,0.591351,0.362800,0.300793,0.430578
case2,1536,3840,1792,4096,low,3.185359,29.309364,29.934371,24.991381,0.885105,0.876787,0.776374,0.301282,0.239399,0.306468
case2,1792,3840,2048,4096,mid,3.958267,27.252664,28.083104,24.853637,0.859233,0.853569,0.746814,0.305647,0.240036,0.311970
case2,2048,3840,2304,4096,low,3.342626,29.116030,28.816321,20.772699,0.881105,0.860089,0.707644,0.263199,0.215578,0.374123
case2,2304,3840,2560,4096,low,3.329310,28.595372,29.517546,19.375933,0.881466,0.882773,0.743652,0.264894,0.188500,0.317505
case2,2560,3840,2816,4096,low,3.118276,28.818477,29.187873,20.175558,0.890886,0.883312,0.761528,0.259685,0.205957,0.313892
case2,2816,3840,3072,4096,low,2.788198,29.882175,29.994281,20.161366,0.901690,0.891643,0.764091,0.252815,0.207568,0.312530
case3,0,0,256,256,mid,0.981359,44.918550,42.211677,39.735842,0.979650,0.965499,0.927615,0.155036,0.176492,0.324365
case3,256,0,512,256,mid,0.886398,45.215300,42.267695,39.044020,0.982354,0.968578,0.922844,0.127774,0.160745,0.363598
case3,512,0,768,256,mid,0.794123,46.087931,41.356456,33.467861,0.985867,0.969356,0.787902,0.096039,0.153198,0.530769
case3,768,0,1024,256,low,0.582382,47.284836,42.700258,34.384998,0.990042,0.974754,0.787319,0.051786,0.123014,0.490262
case3,1024,0,1280,256,low,0.631963,47.124733,43.831389,40.091313,0.989441,0.978729,0.930504,0.046731,0.081071,0.323924
case3,1280,0,1536,256,low,0.601481,47.176662,44.053537,39.924159,0.989717,0.979160,0.927002,0.047236,0.087276,0.331008
case3,1536,0,1792,256,low,0.664943,46.569070,42.936880,38.006573,0.988353,0.976446,0.916242,0.060269,0.107847,0.404674
case3,1792,0,2048,256,low,0.600947,46.816122,43.639407,39.388354,0.989754,0.979579,0.925768,0.040593,0.085783,0.358695
case3,2048,0,2304,256,low,0.586736,47.254311,44.083878,40.666036,0.989944,0.980405,0.944220,0.041528,0.072037,0.280364
case3,2304,0,2560,256,low,0.595373,47.008334,43.805569,40.524325,0.989793,0.980315,0.948071,0.040833,0.084515,0.294899
case3,2560,0,2816,256,low,0.669525,46.388782,42.140661,35.178629,0.988256,0.975461,0.886642,0.065410,0.144655,0.489782
case3,2816,0,3072,256,low,0.622798,46.642128,43.470175,37.886055,0.989130,0.978523,0.901073,0.051033,0.099185,0.385085
case3,3072,0,3328,256,low,0.676488,46.545730,43.456518,39.484198,0.988124,0.978282,0.933791,0.065184,0.102060,0.342627
case3,3328,0,3584,256,low,0.642705,46.915328,43.091903,37.764332,0.988844,0.978127,0.901159,0.053845,0.104369,0.389743
case3,3584,0,3840,256,low,0.634201,46.957155,43.236811,36.768290,0.988661,0.975978,0.845916,0.061275,0.108748,0.470625
case3,3840,0,4096,256,low,0.636607,47.100673,43.465366,37.179663,0.988474,0.975957,0.847320,0.070236,0.111023,0.453006
case3,0,256,256,512,mid,0.960058,44.291604,41.439051,37.103437,0.979354,0.964893,0.917302,0.145252,0.175049,0.330213
case3,256,256,512,512,mid,0.818604,45.392623,41.374479,33.596315,0.983765,0.969798,0.880066,0.112336,0.130736,0.366405
case3,512,256,768,512,low,0.621145,46.909355,42.720619,33.798895,0.989083,0.975333,0.813660,0.058419,0.115394,0.501931
case3,768,256,1024,512,low,0.667043,46.617799,42.054434,34.388764,0.988479,0.973922,0.832105,0.056903,0.121139,0.479909
case3,1024,256,1280,512,mid,0.786082,45.425945,42.282161,38.312603,0.985307,0.972079,0.920748,0.073623,0.121655,0.361621
case3,1280,256,1536,512,low,0.590271,47.080125,43.602957,39.115535,0.989964,0.979591,0.923648,0.047005,0.083840,0.353420
case3,1536,256,1792,512,low,0.664251,46.641469,42.148443,34.484721,0.988699,0.974472,0.845169,0.054157,0.119388,0.449032
case3,1792,256,2048,512,low,0.684438,46.394494,42.384599,34.652835,0.988437,0.974368,0.850239,0.055202,0.116874,0.438965
case3,2048,256,2304,512,low,0.643260,46.478172,43.223368,39.631624,0.988777,0.978141,0.940215,0.050594,0.091069,0.305669
case3,2304,256,2560,512,low,0.664144,46.232854,42.331285,37.991876,0.988420,0.977167,0.912286,0.053756,0.108562,0.374359
case3,2560,256,2816,512,low,0.611465,46.518550,42.470672,36.584608,0.989287,0.977661,0.875042,0.043976,0.100920,0.448609
case3,2816,256,3072,512,low,0.623123,46.872777,42.819174,37.024748,0.989399,0.977669,0.902673,0.043442,0.101056,0.389684
case3,3072,256,3328,512,low,0.575953,47.507724,43.960531,40.355536,0.990232,0.980044,0.941534,0.034405,0.086374,0.322064
case3,3328,256,3584,512,low,0.581660,47.286309,43.889894,39.523888,0.989999,0.979926,0.921941,0.045358,0.087447,0.346905
case3,3584,256,3840,512,low,0.579687,47.094926,43.513297,38.418179,0.990023,0.978531,0.896902,0.049664,0.084594,0.374441
case3,3840,256,4096,512,low,0.595713,47.410981,43.918256,38.744292,0.989367,0.977171,0.892417,0.063759,0.102488,0.384358
case3,0,512,256,768,mid,0.818349,45.167386,42.049797,37.005321,0.983701,0.970841,0.900057,0.101272,0.129746,0.331260
case3,256,512,512,768,mid,0.754359,45.690853,41.352225,34.243443,0.985682,0.971805,0.867692,0.078025,0.106681,0.379411
case3,512,512,768,768,mid,0.830811,45.414703,39.694902,31.507242,0.984778,0.966248,0.789745,0.105964,0.149020,0.487634
case3,768,512,1024,768,mid,0.736577,46.031769,41.302316,34.195222,0.986697,0.972344,0.862046,0.073696,0.109510,0.392124
