case,x0,y0,x1,y1,stratum,lq_gt_gradient_difference,psnr_lq,psnr_h50,psnr_h200,ssim_lq,ssim_h50,ssim_h200,lpips_lq,lpips_h50,lpips_h200
case5,2304,2048,2560,2304,mid,2.984945,24.957609,25.025020,21.380803,0.845486,0.862153,0.745505,0.225931,0.205444,0.399372
case5,2560,2048,2816,2304,high,6.214259,22.480983,22.661123,19.681108,0.747086,0.800240,0.737849,0.639404,0.309782,0.371188
case5,2816,2048,3072,2304,mid,2.574250,26.914737,28.404252,25.174397,0.905958,0.938367,0.899997,0.246514,0.087272,0.209511
case5,3072,2048,3328,2304,low,1.219920,31.946914,31.855161,28.055587,0.946488,0.944042,0.870777,0.108596,0.140576,0.353621
case5,3328,2048,3584,2304,high,3.829748,24.709864,26.230803,25.010998,0.802315,0.842342,0.781121,0.243924,0.225568,0.366789
case5,3584,2048,3840,2304,low,0.962057,31.908369,32.164152,29.699377,0.950817,0.940559,0.863481,0.100306,0.152069,0.377923
case5,3840,2048,4096,2304,mid,3.327042,25.780923,27.502623,23.598609,0.869020,0.904480,0.831438,0.205741,0.203386,0.387025
case5,0,2304,256,2560,mid,2.514491,28.359633,28.996992,24.535790,0.887172,0.882560,0.630484,0.208382,0.310723,0.500059
case5,256,2304,512,2560,high,3.627350,26.956926,27.923984,24.933676,0.811523,0.825127,0.697089,0.242440,0.247578,0.352490
case5,512,2304,768,2560,mid,2.911230,27.405499,27.483028,24.652353,0.878634,0.877414,0.776222,0.196343,0.221029,0.450261
case5,768,2304,1024,2560,mid,2.556509,26.232991,27.901661,26.110375,0.903168,0.920021,0.826519,0.153120,0.212323,0.450417
case5,1024,2304,1280,2560,mid,2.699931,28.206592,28.990222,25.672812,0.871773,0.898326,0.824416,0.193893,0.225304,0.429077
case5,1280,2304,1536,2560,low,0.928909,34.858304,35.390618,32.103827,0.933388,0.929954,0.809509,0.117599,0.146111,0.389804
case5,1536,2304,1792,2560,low,0.158681,41.711446,40.449860,36.743278,0.995425,0.988471,0.911789,0.008556,0.023327,0.286792
case5,1792,2304,2048,2560,high,3.907232,24.197124,25.817047,22.779081,0.820210,0.847419,0.721266,0.418696,0.188396,0.351709
case5,2048,2304,2304,2560,high,4.508835,22.562989,24.128660,21.227241,0.756668,0.811001,0.706783,0.398048,0.238218,0.393768
case5,2304,2304,2560,2560,high,5.046147,22.973588,23.942801,20.057671,0.752479,0.809877,0.709854,0.525060,0.253845,0.411996
case5,2560,2304,2816,2560,mid,2.681315,27.523498,27.994661,23.892003,0.900607,0.927591,0.871799,0.290520,0.096258,0.239919
case5,2816,2304,3072,2560,low,0.158620,41.950829,40.388102,39.421720,0.994975,0.990338,0.962678,0.007706,0.014747,0.132038
case5,3072,2304,3328,2560,low,1.073018,31.110061,32.340137,29.577927,0.938639,0.951050,0.890415,0.109459,0.144486,0.359053
case5,3328,2304,3584,2560,high,3.688456,24.956860,27.400719,26.276903,0.822186,0.866910,0.826816,0.230803,0.184304,0.354355
case5,3584,2304,3840,2560,low,1.615855,28.932042,28.857242,25.346050,0.910542,0.906025,0.823949,0.178703,0.195554,0.409481
case5,3840,2304,4096,2560,high,3.677251,25.184632,26.972576,22.759577,0.837463,0.873022,0.795609,0.238960,0.233455,0.388039
case5,0,2560,256,2816,mid,2.385437,28.858222,29.692210,25.821143,0.894720,0.906648,0.758421,0.189980,0.236570,0.450504
case5,256,2560,512,2816,high,3.661870,28.363532,28.877164,25.451707,0.857831,0.863875,0.755452,0.198178,0.197430,0.376698
case5,512,2560,768,2816,mid,2.560043,27.833679,28.344569,25.204079,0.881549,0.901218,0.814661,0.303350,0.260796,0.462182
case5,768,2560,1024,2816,low,2.173340,30.725960,30.877408,27.280179,0.940975,0.941024,0.847075,0.117908,0.180269,0.412644
case5,1024,2560,1280,2816,mid,2.445450,27.221572,28.570007,26.150218,0.875471,0.901082,0.836278,0.189334,0.229580,0.432760
case5,1280,2560,1536,2816,low,1.021032,34.339314,34.910070,32.988133,0.938057,0.943248,0.850874,0.142539,0.158395,0.365177
case5,1536,2560,1792,2816,low,0.137502,41.715886,39.924483,38.354977,0.995602,0.989522,0.942075,0.007637,0.020828,0.200323
case5,1792,2560,2048,2816,low,0.303884,38.263224,36.676596,31.297640,0.984911,0.980544,0.944748,0.023076,0.034296,0.185933
case5,2048,2560,2304,2816,low,0.721634,33.935959,33.937496,28.635887,0.955033,0.960176,0.909411,0.088273,0.086518,0.250405
case5,2304,2560,2560,2816,low,1.200816,31.774887,29.862472,22.157652,0.925223,0.924373,0.843407,0.147415,0.163342,0.370101
case5,2560,2560,2816,2816,low,0.478394,36.629804,36.868711,34.188728,0.971315,0.973479,0.907985,0.063405,0.073662,0.283807
case5,2816,2560,3072,2816,low,1.292684,31.172847,31.210727,26.059079,0.940072,0.938686,0.861281,0.154937,0.159627,0.338444
case5,3072,2560,3328,2816,mid,2.409404,26.999123,27.861923,23.501320,0.850073,0.855758,0.736888,0.289372,0.279854,0.491432
case5,3328,2560,3584,2816,mid,2.985377,26.257457,27.893346,24.639129,0.827429,0.853523,0.747428,0.333178,0.284770,0.502054
case5,3584,2560,3840,2816,mid,3.271556,25.550826,26.811340,23.245519,0.832503,0.851651,0.744902,0.321553,0.290583,0.460916
case5,3840,2560,4096,2816,mid,2.360804,28.046239,29.692631,25.386938,0.869470,0.895847,0.807414,0.297862,0.279307,0.455455
case5,0,2816,256,3072,mid,3.005188,26.837328,27.810540,25.220513,0.851738,0.897514,0.829829,0.281322,0.225004,0.433770
case5,256,2816,512,3072,high,3.680450,25.790043,27.521572,25.132953,0.818234,0.856540,0.797911,0.264430,0.232719,0.362645
case5,512,2816,768,3072,low,2.262212,26.510296,28.736395,24.462533,0.889399,0.924318,0.863946,0.227247,0.216861,0.417722
case5,768,2816,1024,3072,mid,2.540411,26.896864,28.615865,24.882507,0.893876,0.907445,0.828877,0.193835,0.194720,0.371133
case5,1024,2816,1280,3072,mid,2.937139,26.333134,27.120913,23.389073,0.852523,0.874555,0.788212,0.283857,0.266298,0.462605
case5,1280,2816,1536,3072,low,1.983220,28.917575,30.716188,24.663556,0.888827,0.904497,0.786153,0.240373,0.222069,0.433734
case5,1536,2816,1792,3072,low,2.246964,28.419582,29.169707,21.669336,0.874740,0.889387,0.741489,0.289076,0.240730,0.422940
case5,1792,2816,2048,3072,mid,2.359100,27.491826,28.679768,21.681095,0.857920,0.878018,0.719476,0.290257,0.269057,0.490949
case5,2048,2816,2304,3072,low,2.261943,27.895726,27.311258,20.958129,0.875847,0.873795,0.696616,0.279195,0.285530,0.529305
case5,2304,2816,2560,3072,low,2.269068,28.137647,29.121151,23.156131,0.889605,0.893736,0.709792,0.287683,0.299912,0.558242
case5,2560,2816,2816,3072,high,3.637202,25.992367,26.634526,22.233334,0.825728,0.826127,0.627563,0.346580,0.325135,0.554364
case5,2816,2816,3072,3072,low,1.992340,29.558950,29.983567,26.050775,0.901301,0.895261,0.706208,0.256859,0.305779,0.576507
case5,3072,2816,3328,3072,low,1.648346,29.118005,28.905997,25.399691,0.907703,0.895015,0.724182,0.223576,0.318025,0.603497
case5,3328,2816,3584,3072,mid,2.646561,26.277304,27.171127,24.224456,0.863229,0.858208,0.744036,0.237795,0.262567,0.500200
case5,3584,2816,3840,3072,high,4.239400,24.372505,25.849143,22.053946,0.829120,0.862220,0.759651,0.331186,0.348024,0.499319
case5,3840,2816,4096,3072,low,1.998734,29.755212,31.107044,27.540569,0.912152,0.930047,0.843304,0.227699,0.229644,0.485016
